target_words,substitutes,query_pos,original_sentences,corrected_sentences,tagged_sentences
tame,['curb'],ADJ,"Generally, they are
halved lengthwise, the seeds and fibrous pulp removed and the
flesh sliced into crescents. They are frequently blanched or
salted and left to macerate for up to an hour, then rinsed and
patted dry to tame the bitterness.


   Chinese hot-and-sour soup made with egg white and crabmeat
often includes bitter melon.","Generally, they are
halved lengthwise, the seeds and fibrous pulp removed and the
flesh sliced into crescents. They are frequently blanched or
salted and left to macerate for up to an hour, then rinsed and
patted dry to tame the bitterness.


   Chinese hot-and-sour soup made with egg white and crabmeat
often includes bitter melon.","Generally, they are
halved lengthwise, the seeds and fibrous pulp removed and the
flesh sliced into crescents. They are frequently blanched or
salted and left to macerate for up to an hour, then rinsed and
patted dry to **tame** the bitterness.


   Chinese hot-and-sour soup made with egg white and crabmeat
often includes bitter melon."
suspended,['put a stop to'],VERB,"The federal complaint offers many details of the alleged
conspiracy, including excerpts from a transcript of the Italian
wiretaps.


   later suspended Le Gougne and Gailhaguet for three years.


   The federal complaint did not describe the possibility of a
wider conspiracy or any contact between Tokhtakhounov, or his
unnamed co-conspirators, with Le Gougne.","The federal complaint offers many details of the alleged
conspiracy, including excerpts from a transcript of the Italian
wiretaps.


   later suspended Le Gougne and Gailhaguet for three years.


   The federal complaint did not describe the possibility of a
wider conspiracy or any contact between Tokhtakhounov, or his
unnamed co-conspirators, with Le Gougne.","The federal complaint offers many details of the alleged
conspiracy, including excerpts from a transcript of the Italian
wiretaps.


   later **suspended** Le Gougne and Gailhaguet for three years.


   The federal complaint did not describe the possibility of a
wider conspiracy or any contact between Tokhtakhounov, or his
unnamed co-conspirators, with Le Gougne."
calling,"['contact', 'telephone', 'ring', 'dial']",VERB,"On his metal desk were names of military men being ordered into
the organization. He was calling bases all over the United States
to line up their transfer to the desert outside Salt Lake City.


   ""Where is the authority?"" asked one officer who didn't want to
lose a valuable man under his command.","On his metal desk were names of military men being ordered into
the organization. He was calling bases all over the United States
to line up their transfer to the desert outside Salt Lake City.


   ""Where is the authority?"" asked one officer who didn't want to
lose a valuable man under his command.","On his metal desk were names of military men being ordered into
the organization. He was **calling** bases all over the United States
to line up their transfer to the desert outside Salt Lake City.


   ""Where is the authority?"" asked one officer who didn't want to
lose a valuable man under his command."
wisdom,['the wise'],NOUN,"list>   

Words of wisdom


   Julia Child doesn't have much use for fads and trends -- never
has.","list>   

Words of wisdom


   Julia Child doesn't have much use for fads and trends -- never
has.","list>   

Words of **wisdom**


   Julia Child doesn't have much use for fads and trends -- never
has."
kid,"['buddy', 'kiddo', 'little one', 'pal', 'lad', 'youngster', 'young friend', 'lass']",NOUN,"I turned to keep going, but he caught my arm again. “Don’t do this, kid! It’s a dumb idea.","I turned to keep going, but he caught my arm again. “Don’t do this, kid! It’s a dumb idea.","I turned to keep going, but he caught my arm again. “Don’t do this, **kid**! It’s a dumb idea."
next,['subsequent'],ADJ,"He didn’t move, just stared and held his drink. 
            The next time I saw them, his mouth was moving. She nodded and he took her arm.","He didn’t move, just stared and held his drink. 
            The next time I saw them, his mouth was moving. She nodded and he took her arm.","He didn’t move, just stared and held his drink. 
            The **next** time I saw them, his mouth was moving. She nodded and he took her arm."
know,"['be familiar with', 'have knowledge of', 'understand', 'be aware of', 'have']",VERB,"“I think that the person who stole the girl we’re looking for might be a vampire. Isis …you know some way to locate the undead, don’t you?”
            “I do.","“I think that the person who stole the girl we’re looking for might be a vampire. Isis …you know some way to locate the undead, don’t you?”
            “I do.","“I think that the person who stole the girl we’re looking for might be a vampire. Isis …you **know** some way to locate the undead, don’t you?”
            “I do."
thought,"['consider', 'feel', 'reckon']",VERB,"Tibbets hated paperwork. Karnes thought it was a breeze.


   They were a wartime match that changed the world.","Tibbets hated paperwork. Karnes thought it was a breeze.


   They were a wartime match that changed the world.","Tibbets hated paperwork. Karnes **thought** it was a breeze.


   They were a wartime match that changed the world."
new,"['brand-new', 'untried', 'cuttingedge', 'brand new', 'recent', 'just develop']",ADJ,"Karnes was the personnel and classification officer. He was
only a captain, but he had been left in charge at Wendover the day
Tibbets surprised them by landing a B-29, a new plane no one at
Wendover had seen.


   Tibbets had just been ordered to organize a combat force to drop
a bomb being developed by a secret enterprise known as the
Manhattan Project.","Karnes was the personnel and classification officer. He was
only a captain, but he had been left in charge at Wendover the day
Tibbets surprised them by landing a B-29, a new plane no one at
Wendover had seen.


   Tibbets had just been ordered to organize a combat force to drop
a bomb being developed by a secret enterprise known as the
Manhattan Project.","Karnes was the personnel and classification officer. He was
only a captain, but he had been left in charge at Wendover the day
Tibbets surprised them by landing a B-29, a **new** plane no one at
Wendover had seen.


   Tibbets had just been ordered to organize a combat force to drop
a bomb being developed by a secret enterprise known as the
Manhattan Project."
then,"['and', 'later', 'soon after', 'from there on', 'next']",ADV,"As I got older, I shook the tales off with a nod and a ""Yes, Nana.""
            I got older and went to school, then to college, and I replaced the dreams my Nana gave me with the music DJs mixed for crowds in clubs, webs of pulse that shook us until we could believe anything. My girlfriend Rachel and I would go to the clubs near our school.","As I got older, I shook the tales off with a nod and a ""Yes, Nana.""
            I got older and went to school, then to college, and I replaced the dreams my Nana gave me with the music DJs mixed for crowds in clubs, webs of pulse that shook us until we could believe anything. My girlfriend Rachel and I would go to the clubs near our school.","As I got older, I shook the tales off with a nod and a ""Yes, Nana.""
            I got older and went to school, **then** to college, and I replaced the dreams my Nana gave me with the music DJs mixed for crowds in clubs, webs of pulse that shook us until we could believe anything. My girlfriend Rachel and I would go to the clubs near our school."
